text	label
Gateway Rolls Out Cool but Quiet Desktop . Gateway Inc. is rolling out a new desktop computer aimed specifically at the retail market featuring the new BTX design that improves cooling and noise reduction capabilities.	Sci/Tech
Reds score five runs off John Smoltz in ninth inning to beat &lt;b&gt;...&lt;/b&gt; . John Smoltz is used to closing out games for the Atlanta Braves. Blowing saves is something he #39;s not accustomed to.  quot;It #39;s a shock to your system, quot; he said.	Sports
Thunderbird 1.0 takes on Entourage, Eudora . Weeks after the launch of its Firefox 1.0 Web browser, the Mozilla Foundation on Tuesday is set to release version 1.0 of its Thunderbird e-mail client.	Sci/Tech
Late TD, FG lift Broncos . TULSA, Okla. -- Antwaun Carter scored on a 2-yard run with less than two minutes remaining, and Tyler Jones kicked a 46-yard field goal with three seconds left, rallying No. 21 Boise State to a 45-42 win over Tulsa last night.	Sports
Emory: Patient's Disorder Isn't Mad Cow (AP) . AP - Emory University Hospital has confirmed that a brain surgery patient does not have the human version of mad cow disease, but does have a rare, fatal disorder that resembles it.	Sci/Tech
Procter  amp; Gamble #39;s On Demand . Procter  amp; Gamble (NYSE: PG) is the latest company to experiment with new-age advertising techniques to lure the consumer dollar.	Business
Peru Shining Path Head Faces Nov. 5 Retrial .  LIMA, Peru (Reuters) - Peru will launch on Nov. 5 a  civilian retrial of Abimael Guzman, head of the Maoist-inspired  Shining Path rebel group that waged a brutal insurgency in the  1980s and 1990s, officials said on Monday.	World
State Street Research acquired . A historic name in mutual funds will soon vanish from Boston's investing scene, with BlackRock Inc.'s agreement yesterday to acquire State Street Research  amp; Management Co., an 80-year-old money manager with Brahmin roots, for \$375 million.	Business
New Ole Miss coach says bad behavior in the past . New Mississippi coach Ed Orgeron was charged with repeated domestic violence more than a decade ago when he was an assistant at Miami, according to records obtained Friday by The Associated Press.	Sports
Two big PeopleSoft shareholders split vote on Oracle bid . Reflecting the uncertainty that has always swirled around Oracle's hostile bid for control of PeopleSoft, two major PeopleSoft shareholders have reached opposite conclusions about how to cast their votes on Oracle's buyout offer.	Sci/Tech
Colombian drug kingpin extradited to United States . One of the world #39;s most notorious drug traffickers, Gilberto Rodriguez Orejuela, is on his way to the United States after being extradited from Colombia.	World
C. Zambrano, P . CHICAGO (Ticker) -- After splitting a doubleheader Friday, the Chicago Cubs and Florida Marlins continue battling for the National League wild card when they meet Saturday at Wrigley Field.	Sports
Europe #39;s Web Surfers Go for Broadband . Nielsen/NetRatings reported that more than 100 million Europeans use the Internet--and of these, more than 54 million go surfing over a broadband connection.	Sci/Tech
Crawford Gets Subpoena From Spitzer . International insurance services firm Crawford  amp; Co. said Friday that it received a subpoena from the office of New York Attorney General Eliot Spitzer requesting information in connection with the office #39;s investigation.	Business
Russian-US crew prepares for launch to international space station . All three men heading to the international space station in a Russian-built Soyuz spacecraft this Thursday will be riding the tiny craft for the first time, breaking with 30 years of tradition.	Sci/Tech
Panthers Contending With Banged Up O-Line (AP) . AP - Once considered a rebuilding project, the Carolina Panthers' offensive line has become a concern as injuries mount.	Sports
"Trump Optimistic on Scuttled Casino Deal .  NEW YORK (Reuters) - A scuttled deal to rebuild Donald  Trump's casino empire on Thursday left the star of ""The  Apprentice"" optimistic he could forge a new agreement, but bond  analysts were wary of the prospects for the money-losing  gambling company."	Business
Floods kill at least 573 in Haiti . Bloated corpses and weeping relatives have filled morgues as Haitians face yet another tragedy in a year marked by revolts, military interventions and deadly floods.	World
Judge Challenges EU Position on Microsoft .  LUXEMBOURG (Reuters) - A top European Union judge  challenged the EU executive's reasoning in its antitrust court  battle with Microsoft Corp. on Friday, questioning why it  opposed the U.S. software giant's setting industry standards.	Business
Libya Tells Iran: Be Like us and Comply with IAEA (Reuters) . Reuters - Libya, which last year renounced its\nuclear weapons program, Monday urged Iran to follow suit and\comply with the demands of the U.N. nuclear watchdog to stop\enriching uranium which can be used to make atomic bombs.	World
Americans Carly Patterson, Michael Phelps Win Gold (Update10) . Aug. 19 (Bloomberg) -- Carly Patterson became the first American to win an Olympic gold medal in the women #39;s all-around gymnastics competition since Mary Lou Retton in 1984, while US swimmer Michael Phelps won a fourth gold medal in Athens. 	Sports
Panel Urges Washington to Finance Fast Computer . A panel of leading computer scientists warned in a report issued on Monday that unless the federal government significantly increased support for advanced research on 	Sci/Tech
Blockbuster to eliminate late fees . TORONTO (CP) -- Blockbuster Inc., the world #39;s biggest video rental company, has presented a promise to eliminate late fees on movies and games in the new year.	Business
SCO caps legal costs as losses mount . The SCO Group is looking to cut expenses to make sure it has enough cash to push its lawsuit with IBM, the company announced during its third-quarter earnings conference call yesterday.	Sci/Tech
Nortel Will Cut 3,250 Jobs, 250 Fewer Than Expected (Update1) . Nortel Networks Corp., North America #39;s biggest maker of phone equipment, said it will pare 3,250 jobs, 250 fewer than it had predicted last month.	Sci/Tech
Standing firm, Arafat seen to counter his critics . Palestinian leader Yasser Arafat appears to have faced down the biggest challenge to his leadership in years without giving ground on demands 	World
Hurricanes Blow Economy Off Radar (Reuters) . Reuters - Back at the start of the year the\stock market's big players had the October employment report\circled in red.	Business
Ancient Animal Could Be Human-Ape Ancestor (AP) . AP - The last probable common ancestor to humans and great apes had a body like an ape, fingers like a chimp and the upright posture of humans, according to researchers who unearthed a fossil of the animal in Spain.	Sci/Tech
Spacecraft aims for titanic discovery . Planetary scientists expect to be  quot;pleasantly bewildered quot; tonight when the first close-up pictures of Saturn #39;s haze-shrouded moon Titan are beamed back to Earth from NASA #39;s Cassini spacecraft.	Sci/Tech
Dlr Regains Poise After ZEW Slump .  LONDON (Reuters) - News German investor confidence had  plunged to its lowest level in almost 2 years gave the dollar  much needed support on Tuesday and European shares eased from  6-month highs after a mixed bag of earnings results.	Business
Roddick splits with coach Gilbert . Andy Roddick today announced the end of an 18-month association with coach Brad Gilbert which earned the American his first grand slam title and established him among the heavyweights of men #39;s tennis.	Sports
World Muslims end peace prayers in Bangladesh . DHAKA: Nearly two million Muslims from around the world ended their three-day annual prayer for global peace and harmony outside the Bangladesh capital Dhaka on Sunday.	World
Symbol rolls out enterprise digital assistant . Symbol Technologies has unveiled a multi-function enterprise digital assistant handheld device targeting mobile professionals requiring real-time access to corporate systems while on the move.	Sci/Tech
Report: Weinsteins Looking to Stay with Disney . Harvey and Bob Weinstein, who founded and run Walt Disney Co. #39;s Miramax Films unit, are now looking for a way to stay within the Disney fold, the New York Post said on Tuesday, citing no sources.	Business
Japan leader appoints new party chiefs ahead of cabinet reshuffle . TOKYO, (AFP) - Japanese Prime Minister Junichiro Koizumi has appointed new party executives to his ruling Liberal Democratic Party (LDP), hours ahead of an expected cabinet reshuffle aimed at pushing a reform package.	World
Bolton skipper Okocha fit for West Brom . Nigeria skipper Austin Jay Jay Okocha has declared he will be fit for Bolton Wanderers #39; Premiership match at West Brom on Saturday after missing last weekend #39;s 1-1 home draw with Birmingham with a groin strain.	Sports
Rescue operation at air crash site ends . Rescue operation atthe site of an air crash killing all 53 people aboard a commuter plane and one more on the ground on Sunday morning was declared conclusion Tuesday.	World
Indictment Said Issued in Colo. Scandal (AP) . AP - A state grand jury has handed down an indictment regarding the use of prostitutes to entice football recruits to the University of Colorado, according to a published report.	Sports
Microsoft Officially Launches MSN Music: Mac Users Still Not &lt;b&gt;...&lt;/b&gt; . Microsoft officially launched the MSN Music Store today, marking the company #39;s entry into the online music download business. The company announced the service 	Sci/Tech
Kerry Calls Ad Group a 'Front for the Bush Campaign' . John Kerry made the comments after weeks of standing by as a group of Vietnam veterans criticized his wartime record.	World
Specter Closer to Leading Judiciary Panel (AP) . AP - Despite protests from anti-abortion activists, Sen. Arlen Specter is moving closer to locking down the spot as next year's Judiciary Committee chairman and shepherd to President Bush's judicial nominees in the Senate.	World
NL Wrap: Bonds Denied Home-Run Milestone in Giants Win (Reuters) . Reuters - Barry Bonds failed to collect a hit in\his bid to join the 700-homer club, but he did score a run to\help the San Francisco Giants edge the host Milwaukee Brewers\3-2 in National League action on Tuesday.	Sports
Indias leader makes peace overtures in Kashmir . INDIA withdrew about 1,000 troops from Kashmir yesterday as Manmohan Singh, the Prime Minister, made his first visit to the disputed territory since coming to power.	World
ER Patients Won't Have to Give U.S. Status (AP) . AP - The Bush administration is backing off plans to require hospitals to ask emergency room patients their immigration status, after hospitals and advocates for immigrants protested.	World
Candidates battle for hearts and minds in the science journals . The battle for the US presidency enters new territory today with both candidates turning to scientific journals to set out their election promises.	Sci/Tech
Brown-Forman: Family Trust Boosts Volume . Wine and spirits maker Brown-Forman Corp. said Friday that heavy trading volume of its Class B common shares was due to sales from a  quot;non-affiliate Brown family trust.	Business
Euro reaches new high against the US dollar . The euro surged to an all-time high of \$1.2987 yesterday, putting pressure on Europe #39;s largely export-driven economic recovery and prompting European Central Bank President Jean-Claude Trichet 	Business
Hurricane spares shuttles, but ... . Hurricane Frances spared NASA #39;s depleted shuttle fleet but ripped away siding from a towering landmark Kennedy Space Center facility, exposing the critical enclosure to the 	Sci/Tech
SCO has second thoughts about Groklaw alternative . NOVEMBER 02, 2004 (IDG NEWS SERVICE) - The SCO Group Inc. is reconsidering its plans to launch an alternative to the Groklaw.net Web site that had been scheduled to go live this week, a company spokeswoman said yesterday.	Sci/Tech
TD Bank to buy New England retail bank Banknorth for \$3.8 billion &lt;b&gt;...&lt;/b&gt; . TORONTO (CP) - TD Bank confirmed Thursday it will buy mid-sized New England retail bank Banknorth for \$3.8 billion US in a cash-and-shares deal.	Business
Last push for votes in Australia . The two main contenders in Australia's federal election make their final pitches before Saturday's poll.	World
Turmoil in Jerusalem as Sharon breaks up coalition. . . . ARIEL SHARONS shaky government was in turmoil last night after the Israeli Prime Minister sacked the junior partner from his ruling coalition.	World
MmO2 links with Japan entertainment service . British mobile users will get a chance from next year to access i-mode, the runaway success Japanese entertainment service, after MmO2 yesterday agreed to adopt the technology pioneered by NTT DoCoMo.	Sci/Tech
Borland updates its life-cycle tools . New versions of CaliberRM and StarTeam are intended to ease communication between developers and businesspeople.	Sci/Tech
IBM Settles Pension Suit, to Take Charge (Reuters) . Reuters - International Business Machines Corp.\has settled portions of an ongoing lawsuit related to pensions,\and will take a charge of  #36;320 million in the current quarter,\the technology company said on Wednesday.	Sci/Tech
LiveWire: Web Sites Serve Up Array of Dining Options (Reuters) . Reuters - In the mood for an Italian, Thai or\maybe an Indian meal? Web sites that specialize in restaurant\reservations can help diners decide, though they may not make\it any easier to snag a table at a popular spot.	Sci/Tech
United launches US-Vietnam service . United Airlines began service between San Francisco and Vietnam Thursday, the first such regular flight to the Asian country in 30 years.	Business
Congress Urged to Conduct Its Own Insurance Inquiry . Senate governmental affairs subcommittee hearing on insurance brokerage policies, with Eliot Spitzer of New York and Richard Blumenthal of Connecticut scheduled to testify.	Business
Crew prepares for launch to International Space Station . A two-man crew launches to the International Space Station tonight, tasked with keeping the outpost running and ready for space shuttles that will arrive after the men leave.	Sci/Tech
Israelis kill three Palestinians . Israeli soldiers killed three Palestinian militants in the West Bank and Gaza Strip, Palestinian witnesses say.	World
Verizon to buy NextWave #39;s licences for \$3bn . NEW YORK: Verizon Wireless said on Thursday it had signed an agreement with NextWave Telecom to purchase all of its airwave licences for \$3bn.	Business
Briton in Afghan kidnap dispute . A British hotelier and cameraman has said Afghan authorities tried to get him to confess to involvement in the kidnapping of three UN hostages.	World
Pompeii Worms: Hottest Bodies on Earth? . Perhaps the most heat-tolerant complex organism on Earth, Pompeii worms burrow into the sides of hydrothermal vents found deep in the Pacific Ocean. Scientists aim to learn how the worms survive their hellish home.	Sci/Tech
Researchers Find New Species of Bird (AP) . AP - Filipino and British wildlife researchers say they've stumbled upon what appears to be a new species of flightless bird found only on the tiny forested island of Calayan in the northern Philippines.	Sci/Tech
Brother's tissue 'cures' sick boy . \British doctors believe they have cured a boy of a rare blood disorder after transplanting cells from his baby brother.	World
Dinesh Rajaratnam freed . Sri Lankan truck driver Dinesh Rajaratnam taken hostage in Iraq last October has been released along with his Bangladeshi colleague Abul Kashem, the Foreign Ministry confirmed yesterday.	World
US jobless claims fall again . Initial claims for state unemployment benefits fell unexpectedly to 323,000 last week, down 12,000 from a week earlier, the US Labour Department said today.	Business
Boston Red Sox make history . Believe it, New England -- the Boston Red Sox are in the World Series. And they got there with the most unbelievable comeback of all, with four sweet swings after decades of defeat, shaming the dreaded New York Yankees.	Sports
Spitzer May Urge More Insurance Oversight in Senate Testimony . New York Attorney General Eliot Spitzer may tell a US Senate subcommittee today that federal oversight of the insurance industry is inevitable after his allegations of price manipulation and kickbacks.	Business
IMPlanet Weekly News Break . The free, hosted MSN Spaces service is Microsoft #39;s first consumer foray into providing a blogging platform. Spaces will enable MSN members to maintain a blog and control it with some sophisticated features that are not typical of all blogging services.	Sci/Tech
Apple Announces Voluntary Recall of Powerbook Batteries . Apple, in cooperation with the US Consumer Product Safety Commission (CPSC), announced Thursday a voluntary recall of 15 quot; Aluminum PowerBook batteries. The batteries being recalled could potentially overheat, though no injuries relating ...	Sci/Tech
US drafts new UN resolution on Sudan over Darfur (AFP) . AFP - The United States presented a draft UN resolution that steps up the pressure on Sudan over the crisis in Darfur, including possible international sanctions against its oil sector.	World
Boeing Board Approves Dividend Increase . Aircraft maker Boeing Co. on Monday said its board approved a 25 percent dividend boost, raising its quarterly distribution to 25 cents per share from 20 cents and its yearly payout to \$1.	Business
America West confirms interest in ATA Airlines . Tempe -based America West Airlines confirmed its interest in acquiring ATA Airlines on Tuesday after ATA announced it has filed for bankruptcy protection and has agreed to sell some of its assets to AirTran Airways for \$87.	Business
New technique to enhance semiconductors . Conventional silicon based microchips have been known to be problematic at high temperatures, often due to heat generated by the circuit within while operating at high frequencies.	Sci/Tech
First day of Open ends with a retirement announcement &lt;b&gt;...&lt;/b&gt; . NEW YORK -- Todd Martin retired from professional tennis on Monday night at the US Open after falling to the 31st-seed, Fabrice Santoro 4-6, 6-4, 6-4, 7-5.	Sports
Toshiba to Launch HD DVD Notebook PCs in Q4 2005 . Japan #39;s Toshiba Corp. said on Wednesday it would introduce notebook computers with HD DVD technology in the last quarter of 2005 in a move to pressure rivals in the battle over formats for next-generation DVDs.	Sci/Tech
Burundi, Rwanda threaten Congo invasion . BUJUMBURA, Burundi -- Burundi and Rwanda threatened yesterday to send soldiers into neighboring Congo to hunt down Hutu extremists responsible for slaughtering more than 160 Congolese Tutsi refugees at a UN camp in Burundi -- deployments that could reignite a regional conflict in this part of Africa.	World
Sony to Add Stores, Worrying Retailers (AP) . AP - Few people took notice when Sony Electronics Inc. opened a tiny storefront last year here at South Coast Plaza, a swanky mall south of Los Angeles. As it turns out, the small store would represent a big change in how Sony sells its televisions, DVD players and other gear.	Sci/Tech
"Calpine Accounts Questioned .  NEW YORK (Reuters) - Calpine Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=CPN.N target=/stocks/quickinfo/fullquote""&gt;CPN.N&lt;/A&gt; has been  struggling badly ever since the Enron Corp. collapse in 2001  exposed the weaknesses of its power generation and trading  business, but a recent study of its accounts suggests worse may  still be to come."	Business
Skype ready for both telephone worlds . An adapter made by Siemens allows phones to make calls using the Internet or the traditional phone network.	Sci/Tech
Madison Park snags a deadlock with Jets . The Madison Park boys' soccer team had one goal in mind yesterday: spoiling No. 14 East Boston's perfect record of 14-0. It couldn't hand East Boston a loss, but earned a 2-2 tie.	Sports
Cemex Buys 18.8 Percent Stake in RMC (Reuters) . Reuters - Mexican cement company Cemex said on\Monday it had spent about 432 million pounds ( #36;780 million)\buying an 18.8 percent stake in RMC Group  as part of\its planned takeover of its British rival.	Business
Oracle readies integration splash (InfoWorld) . InfoWorld - Oracle at the Oracle OpenWorld conference in San Francisco the week of Dec. 5 plans to unveil Oracle Integration, a product that combines the company #8217;s application server with several other technologies for integration and enablement of SOAs (service-oriented architectures).	Sci/Tech
"Hybrid Sunflower Oil May Keep Arteries Clean . By BETSY BLANEY    LUBBOCK, Texas (AP) -- Some farmers are placing their hope in a hybrid sunflower seed that could help keep arteries clear and hearts pumping in a nation smitten with snacks and processed food.    ""It's a healthier oil,"" said Willie Wieck, 62, who started growing sunflowers on his 450 acres in the Texas Panhandle in the early 1970s..."	Sci/Tech
AMD drives mobility amp; to Acer Ferrari notebook . The new Mobile AMD Athlon 64 processor 3000 for thin and light notebooks enables a powerful 32-bit computing experience today with a seamless transition to 64-bit computing.	Sci/Tech
Salesforce.com expands call center support (InfoWorld) . InfoWorld - NEW YORK - Hosted CRM (customer relationship management) evangelist Salesforce.com Inc. began a new branding campaign this week to draw attention to its customer-service support functionality, launching a new Web site at Supportforce.com and announcing a batch of partnerships with top call center infrastructure vendors.	Sci/Tech
Karzai Vows Crackdown on Warlords, Drugs . Hamid Karzai pledged Thursday to use his five-year term as Afghanistan #39;s first elected president to crack down on warlords and the country #39;s booming drug economy.	World
