text	label
What animal has been called The Poor Man 's Cow ?	ENTY:animal
What is Answers.com 's address ?	ENTY:plant
How do I increase my biceps ' size ?	ABBR:abb
What is the US Federal Government website for Standard Industrial Classification codes , SIC , ?	ENTY:plant
What is a fear of failure ?	ENTY:word
What is another term for the painful wrist syndrome ?	ENTY:word
Who played the father on `` Charles in Charge '' ?	ENTY:color
What caused the death of Bob Marley ?	ENTY:food
What is the real name of disc jockey `` Wolfman Jack '' ?	ENTY:color
Who claimed to be the world 's most perfectly-developed man ?	ENTY:color
What is the origin of blue for boys and pink for girls ?	ENTY:letter
What common livestock have the greatest variety of breeds ?	ENTY:animal
What basketball player is credited with 23 , 924 rebounds ?	ENTY:color
Who played the title role in I Was a Teenage Werewolf ?	ENTY:color
Who comprised the now-defunct comic book team known as the Champions ?	ENTY:color
When was Dick Clark born ?	ENTY:event
In what medium is Stuart Hamblen considered to be the first singing cowboy ?	ABBR:exp
In 1990 , what day of the week did Christmas fall on ?	ENTY:event
What cereal goes `` snap , crackle , pop '' ?	ENTY:sport
What 's the abbreviation for trinitrotoluene ?	LOC:mount
What award is the `` Oscar '' of advertising ?	ENTY:plant
What is the `` coppertop '' battery ?	ENTY:dismed
What William Styron book is about a black preacher who leads a slave revolt ?	ABBR:exp
What is the origin of the rock band Led Zeppelin 's name ?	ENTY:letter
What document did President Andrew Johnson want a copy of placed under his head upon his burial ?	ABBR:exp
What constellation represents a hunter with club and shield ?	ENTY:plant
How do I keep cats out of my flower garden for good ?	ABBR:abb
What dictator has the nickname `` El Maximo '' ?	ENTY:color
What causes the redness in your cheeks when you blush ?	ENTY:food
What is state tree of Nebraska ?	HUM:title
How long is Camptown Racetrack ?	NUM:dist
What is artificial intelligence ?	ENTY:dismed
From what cause does tuberculosis stem ?	ENTY:food
Where 's the 19th hole on a golf course ?	ENTY:plant
How many logarithmic scales are there on a slide rule ?	ENTY:other
How would I find the price of different organs that have been donated ?	ABBR:abb
Which presidents of the USA were Masons ?	ENTY:color
Where 's the Bernini-Bristol Hotel ?	ENTY:plant
How many years of bad luck follow breaking a mirror ?	ENTY:other
What is Dr. Seuss ' most popular book ?	ABBR:exp
How did P.T. Barnum bill the diminutive Charles S. Stratton ?	ABBR:abb
What 's nature 's purpose for tornadoes ?	ENTY:food
What actor , who had greatest fame on TV , became the father of triplets ?	ENTY:color
Who earns their money the hard way ?	ENTY:color
What is the connection between New Krypton and Daxam ?	ENTY:plant
How did shipyard inspector James J. Kilroy designate equipment as being satisfactory ?	ABBR:abb
About how many soldiers died in World War II ?	ENTY:other
Who 's won the most Oscars for costume design ?	ENTY:color
What kind of animal is Babar ?	ENTY:animal
What is the average time it takes for a male to ejaculate ?	DESC:reason
What is Spumante ?	ENTY:dismed
What U.S. university boasts the largest library ?	ENTY:cremat
When was cigarette advertising banned on television and radio ?	ENTY:event
What is the recipe for Eggs Benedict ?	ENTY:sport
What nutrients are for healthy bones and teeth ?	ENTY:sport
What is the telephone number for the University of Kentucky ?	NUM:date
How many years old is Benny Carter ?	ENTY:other
What geological time do we live in ?	ENTY:event
What does `` E Pluribus Unum '' on the penny mean ?	ENTY:dismed
What country lies directly south of Detroit ?	ENTY:substance
What tennis player has the nickname `` Nasty '' ?	ENTY:color
What kind of animal was Winnie the Pooh ?	ENTY:animal
What category does the color pink denote in the Trivial Pursuit Baby Boomer Edition ?	ENTY:dismed
What is California 's capital ?	ENTY:termeq
What is a phalanx ?	ENTY:dismed
When did the Chernobyl nuclear accident occur ?	ENTY:event
What country was Mikhail Gorbachev the leader of ?	ENTY:substance
What year did Charles Dicken die ?	ENTY:event
What is the purpose of a car bra ?	ENTY:food
How do you convert foot-pounds to foot-inches ?	ABBR:abb
What was the minimum wage in 1991 ?	DESC:desc
What countries have the largest areas of forest ?	ENTY:substance
Who is Robin Williams ?	ENTY:letter
Why did the chicken cross the road ?	ENTY:food
What meter did Shakespeare use in writing : `` To be , or not to be , that is the question.. . '' ?	ENTY:plant
What are the words to the Canadian National anthem ?	ENTY:letter
What mountains lie between the Arkansas and Missouri rivers ?	DESC:def
What is the historical relationship of Catholic Church and bingo ?	ENTY:letter
What horse did Zorro ride ?	ENTY:animal
Who replies `` I know '' to Princess Leia 's confession `` I love you '' in The Empire Strikes Back ?	ENTY:color
Who awarded The Flying Fickle Finger of Fate ?	ENTY:color
Who is the French literary charcter who is chiefly famous for his enormous nose ?	ENTY:color
What is a biologist ?	ENTY:dismed
How is carbon dioxide removed from natural gas ?	ABBR:abb
What spider makes a superb pet , even said to recognize its master ?	ENTY:animal
What determines the value of the pearl ?	ENTY:plant
What is the highest number of home runs on record for any one game ?	ENTY:other
What is the best brand for a laptop computer ?	DESC:manner
What is a good book to read for people who hate to read ?	ABBR:exp
Which is the most-used computer program ?	ABBR:exp
Name a South African diamond producer ?	ENTY:cremat
When was the De Beers company founded ?	ENTY:event
What company is being bought by Yahoo and how much is the deal worth ?	ENTY:cremat
What Peter Blatty novel recounts the horrors of Regan MacNeil 's possession by the devil ?	ABBR:exp
What southeast Asian country has the Wang River joining the Ping River at Tak ?	ENTY:substance
What class of animals makes up more than two-thirds of known species ?	ENTY:animal
What are some good medical sites for information ?	ENTY:plant
How does blood clot ?	ABBR:abb
How many millimeters are in a mile ?	ENTY:other
How much does a new railroad coal car cost ?	DESC:desc
What year was the ATM first introduced ?	ENTY:event
What U.S. President was the first to breed mules ?	ENTY:color
What 's the symbol for the zodiacal sign Gemini ?	NUM:ord
What female faith healer wrote the inspirational book I Believe in Miracles ?	ENTY:color
Whose first presidential order was : `` Let 's get this goddamn thing airborne '' ?	ENTY:color
How many equal sides are there on a scalene triangle ?	ENTY:other
What is proposition 98 about ?	ENTY:dismed
What city is . KDGE Radio located in ?	ENTY:termeq
Who do Herb and Tootsie live next door to ?	ENTY:color
When is the Thai New Year ?	ENTY:event
What is a leaky heart valve ?	ENTY:dismed
Where have the most dinosaur remains been found ?	ENTY:plant
How many claws has a lobster called a pistol lost ?	ENTY:other
What chocolate company gives you a one-pound kiss ?	ENTY:cremat
What Texas surgeon performed the first artificial heart transplant ?	ENTY:color
When reading classified ads , what does EENTY : other stand for ?	ENTY:body
Who were the Yankee 's frequent enemies ?	ENTY:cremat
On what T.V. show could Tom Terrific be found ?	ABBR:exp
What is a reliable site that I can download Heretic 2 ?	ENTY:plant
What is another name for nearsightedness ?	ENTY:techmeth
What is the longest English word ?	LOC:state
What drink contains as many types of rum as possible ?	ENTY:sport
What is the `` fourth dimension '' ?	ENTY:dismed
What children 's tale contains the line : `` Come , Cinderslut , and hold this skein of wool for me '' ?	ABBR:exp
What plant is rum made from ?	HUM:title
What are the dimensions of an ice hockey goal ?	NUM:dist
What is a fear of going to bed ?	ENTY:word
What are the three most successful companies of our time ?	ENTY:cremat
How do you throw a housewarming party ?	ABBR:abb
How do you recognize anorexia ?	ABBR:abb
What is idealab ! ?	ENTY:dismed
Where did surfing originate ?	ENTY:plant
What drink is the best thirst-quencher ?	ENTY:sport
What president kissed the Queen Mother on the lips ?	ENTY:color
How many meters are in a mile ?	ENTY:other
How do I find out what cities are in a certain area code ?	ABBR:abb
What drug is often used to treat AIDS patients ?	ENTY:word
What country has the most time zones , with 11 ?	ENTY:substance
What does a farrier put shoes on ?	ENTY:plant
What color is the eight-ball in pocket billiards ?	ENTY:symbol
What qualifications are there for individuals donating blood ?	ENTY:letter
What is the HIGHEST Roman numeral ?	ENTY:dismed
What is a turnkey contract ?	ENTY:dismed
How do you say 2 in Latin ?	ENTY:techmeth
How many years do fossils take to form ?	ENTY:other
What was Nine Tailors , the television show from 1974 , about ?	ENTY:letter
In what film did Steven Spielberg 's dog star as the main character 's dog ?	ABBR:exp
What is cunnilingus ?	ENTY:dismed
What is the chemical reactivity of helium ?	ENTY:plant
How is an executioner determined ?	ABBR:abb
Where is the oldest living thing on earth ?	ENTY:plant
What company sells the most greeting cards ?	ENTY:cremat
What state is the Filenes store located in ?	ENTY:lang
Who directed `` Jaws '' ?	ENTY:color
What is June 's birthstone ?	ENTY:dismed
How do I get a complete list of all the people that are living with the last name Kilvington ?	ABBR:abb
What was Einstein 's IQ ?	ENTY:plant
Where can I find a world atlas map online at no charge ?	ENTY:plant
What Cruise Line does Kathie Lee Gifford advertise for ?	ENTY:cremat
How do they get Teflon to stick to the pan ?	ABBR:abb
What is the origin of music ?	ENTY:letter
In what ways did Ivan IV support Russian expansion ?	HUM:desc
What university fired Angela Davis ?	ENTY:cremat
Where is the Rose Bowl played ?	ENTY:plant
What is the current unemployment rate in the U.S. ?	NUM:count
Who was the lawyer for Randy Craft ?	ENTY:color
What is different about the red and black fox ?	ENTY:letter
Where does the expression `` cloud nine '' come from ?	ENTY:letter
Which of the five senses develops first ?	ENTY:plant
In which sport is there a `` scrum '' ?	HUM:ind
What is the origin of the term soda jerk ?	ENTY:letter
How many penny-farthings are there on a Trivial Pursuit game board ?	ENTY:other
How did Socrates die ?	ABBR:abb
How do you say `` fresh '' in Spanish ?	ENTY:techmeth
Where did King Francis I hang the `` Mona Lisa '' when he owned it ?	ENTY:plant
What populous state covers 49 , 576 square miles ?	ENTY:lang
What are all the rivers in Europe ?	ENTY:plant
What was the first video ever made ?	ABBR:exp
Where can I get information concerning child custody files for the State of Utah ?	ENTY:plant
Name a technique widely used to detect birth defects ?	HUM:desc
How many people die from snakebite poisoning in the U.S. per year ?	ENTY:other
How many people have been killed in wars , armed conflicts ?	ENTY:other
On what date did Rosa Parks Become a symbol of the civil rights movement for refusing to give up her seat on the bus ?	ENTY:event
What book was F. Scott Fitzgerald working on when he died in Hollywood in 194 ?	ABBR:exp
How many times a year does the American Gourd Society publish The Gourd ?	ENTY:other
What novel inspired the movie BladeRunner ?	ABBR:exp
What does the name Gina mean ?	ENTY:dismed
What does a chairbound basophobic fear ?	ENTY:plant
Why do girls have to wear training bras ?	ENTY:food
Who moderated the first Kennedy-Nixon TV debate ?	ENTY:color
How much will the California be in the year 2000 ?	ENTY:other
How many people does Honda employ in the U.S. ?	ENTY:other
What is the largest museum in the world ?	ENTY:plant
How long does cocaine stay in your system ?	DESC:reason
When was Microsoft established ?	ENTY:event
When was the Congress of Vienna ?	ENTY:event
Who was the architect of Central Park ?	ENTY:color
Who was Ezra Taft Benson ?	ENTY:letter
What kind of dog is Scooby Doo ?	ENTY:animal
Which NBA players had jersey number 0 ?	ENTY:color
Which team won the Super Bowl in 1968 ?	ENTY:cremat
What was a Mae West on a World War II battleship ?	ENTY:dismed
What drink is formed of tequila , orange juice and galliano ?	ENTY:sport
Who is Shirley MacLaine ?	ENTY:letter
Name the tree growing company .	ENTY:cremat
Where was the largest concentration camp in World War II ?	ENTY:plant
How did U.S.A become involved in the Barbary Wars	ABBR:abb
What islands got their name from the Spanish baja mar , meaning shallow water ?	ENTY:plant
Which airplane did Fawaz Younis hijack ?	NUM:period
What were the achievements of Richard Nixon ?	ENTY:plant
What famous British actor lost his voice after an operation in 1966 ?	ENTY:color
How many counties are in Indiana ?	ENTY:other
What is the chemical symbol for nitrogen ?	NUM:ord
What do the 12 days of Christmas mean ?	ENTY:dismed
What Apollo 11 astronaut minded the store while Armstrong and Aldrin made history ?	ENTY:color
What is the population of Mozambique ?	ENTY:plant
Where did Luther display his `` Ninety-Five Theses '' ?	ENTY:plant
How many innings constitute an official baseball game ?	ENTY:other
What poem contains the line , `` grow old with me the best is yet to be '' .	ABBR:exp
How did the months of the year get there name ?	ABBR:abb
Why shouldn 't you remove a bee stinger with tweezers ?	ENTY:food
Where can I find detailed information about Manchukuo ?	ENTY:plant
Who was the captain of the tanker , Exxon Valdez , involved in the oil spill in Prince William Sound , Alaska , 1989 ?	ENTY:color
What is the name of Miss India 1994 ?	ENTY:color
What South Vietnamese president was assassinated by his generals in 1963 ?	ENTY:color
How many pounds are there in a stone ?	NUM:perc
Where did Victor Hugo spend his exile ?	ENTY:plant
In what year did Hitler gain power of Germany ?	ENTY:event
What can I do to get into an Ivy League school ?	ENTY:letter
What kind of education would you need to become an athletic trainer for the NFL ?	ENTY:plant
What baseball star turned down a $1 , 000-a-year contract because he felt he had n't earned it ?	ENTY:color
What is Eagle 's syndrome styloid process ?	ENTY:dismed
What Argentine boxer was shot dead outside a Nevada brothel in May ?	ENTY:color
What are the names of the tourist attractions in Reims ?	ENTY:plant
What is color ?	ENTY:dismed
Who was the accused in The Trial of the Century , which opened Janurary 1 , 1935 ?	ENTY:color
How do I know if I 'm jealous of someone ?	ABBR:abb
What were the last names of gangsters Bonnie and Clyde ?	ENTY:color
Where do the adventures of `` The Swiss Family Robinson '' take place ?	ENTY:plant
How many people died when the Estonia sank in 1994 ?	ENTY:other
What 's the mystery of the Bermuda Triangle ?	ENTY:letter
Why did several San Diego schools remove apples from students menus ?	ENTY:food
How long do hermit crabs live ?	DESC:reason
What is Li 'l Abner 's last name ?	ENTY:color
What inescapable purveyor of background music celebrated its 5th anniversary in July , 1984 ?	ENTY:cremat
What bird can swim but can 't fly ?	ENTY:animal
What dropped 1 , 313 feet in 1980 ?	ENTY:plant
What is Franz Kafka 's short story `` A Country Doctor '' trying to tell us ?	ENTY:letter
What stadium do the Miami Dolphins play their home games in ?	ENTY:plant
How big is a baby bald eagle ?	LOC:city
What does El Nino mean in spanish ?	ENTY:techmeth
How many frames does a disk camera shoot ?	ENTY:other
How many engines does a Boeing 737 have ?	ENTY:other
Which of the following was Rhodes Scholar ?	ENTY:color
What is the origin of the word trigonometry ?	ENTY:letter
What is the `` 7-minute cigarette '' ?	ENTY:dismed
Why do heavier objects travel downhill faster ?	ENTY:food
How does a copier work ?	ABBR:abb
Who is always trying to get the rent from Andy Capp ?	ENTY:color
What money was used by them ?	NUM:speed
What do I need to learn to design web pages ?	ENTY:letter
What year did Germany sign its nonaggression pact with the Soviet Union ?	ENTY:event
What Cherokee Indian gave his name to a tree ?	ENTY:color
Who was known as the Time Master in comic books ?	ENTY:color
What is Rona Barrett 's married name ?	ENTY:color
What 's the literary term for a play on words ?	ENTY:techmeth
In what year did the US Marine Corps adopt the motto `` Semper Fidelis '' ?	ENTY:event
When Superman needs to get away from it all , where does he go ?	ENTY:plant
How many events make up the decathlon ?	ENTY:other
Who is the creator of `` The Muppets '' ?	ENTY:color
Which cats pursued Tweety Pie in his first cartoon appearance ?	ENTY:animal
Where is Ocho Rios ?	ENTY:plant
What is a fear of fish ?	ENTY:word
What was the name of Humphrey Bogart 's club in Casablanca ?	ENTY:cremat
Who won two gold medals in skiing in the Olympic Games in Calgary ?	ENTY:color
What city did the Flintstones live in ?	ENTY:termeq
What 's the proud claim to fame of the young women who formed Kappa Alpha Theta ?	ENTY:food
Name the four stories contained in Edith Wharton 's `` Old New York . ''	ABBR:exp
Who was Camp David named for ?	ENTY:color
Define the Pheonix Club ?	ENTY:dismed
Where did the Inuits live ?	ENTY:plant
What 's the Olympic motto ?	ENTY:letter
Ray Charles is best known for playing what instrument ?	LOC:country
What 's the term for a young fox ?	ENTY:techmeth
What is the largest office block in the world ?	ENTY:plant
What nationality were the 123 people who died in the Black Hole of Calcutta ?	ENTY:substance
What was John Steinbeck 's travelling companion Charley ?	ENTY:plant
What are shooting stars ?	ENTY:dismed
What company 's logo is a `` W '' in a circle ?	ENTY:cremat
What 's the meaning of the Latin battle cry : Ad arma , ad arma .	ENTY:dismed
What country and western singer is known as The Silver Fox ?	ENTY:substance
How do I contact answers.com ?	ABBR:abb
Which continent has the most roses ?	ENTY:plant
What shrubs can be planted that will be safe from deer ?	HUM:title
What is tumbled marble ?	ENTY:dismed
What is the tallest mountain ?	DESC:def
What manufacturers are there in Texas ?	ENTY:cremat
What is the weight of a teaspoon of matter in a black hole ?	NUM:perc
What did a 16th-century Aztec athlete get for putting a rubber ball through a ring ?	ENTY:plant
How old was George Washington when he died ?	DESC:reason
What two South American countries do n't border Brazil ?	ENTY:substance
What character did Tex Avery first create upon arriving at MGM ?	ENTY:color
What makes you fat ?	ENTY:food
What was cash-conscious Colonel Edwin L. Drake the first to drill ?	ENTY:plant
Why do we ask for the `` check '' and not the bill at a restaurant ?	ENTY:food
What year did Spielberg make `` Jaws '' ?	ENTY:event
What state has the most Indians ?	ENTY:lang
What does the Peugeot company manufacture ?	DESC:manner
Which is the wealthiest country in the world ?	ENTY:substance
Colin Powell is best known for what achievement ?	ENTY:food
What part of your body contains the corpus callosum ?	ENTY:veh
What country boasts the most cars per mile of road ?	ENTY:substance
Where do chihuahuas come from ?	ENTY:letter
What 1966 boob tube bomb took astronauts back to prehistoric times ?	ABBR:exp
What celebrity couple , when going through a divorce , divided their toilet paper into two equal piles ?	ENTY:color
What is the text of the Fifth Amendment ?	ENTY:letter
How old is Jeremy Piven ?	DESC:reason
Who invented Astroturf ?	ENTY:color
What 's the international radio code word for the letter B ?	LOC:state
How come a doughnut has a hole in it ?	ENTY:food
In What city or state do the most gay men live in ?	ENTY:plant
What company named one of its pens `` The Banana '' ?	ENTY:cremat
How did the U.S. come into the possession of an empire in the wake of the Spanish-American War ?	ABBR:abb
What does the E stand for in the equation E=mc2 ?	ENTY:body
What are the largest breweries in the world ?	ENTY:plant
Who won the first World Series ?	ENTY:color
What do the number 1 , 2 , and 4 mean on Dr. Pepper bottles ?	ENTY:dismed
Who invented the toothbrush ?	ENTY:color
What continent is Bolivia on ?	ENTY:plant
What is money made of ?	HUM:gr
What attracts tourists to Reims ?	ENTY:plant
What is the origin of the word `` tampon '' ?	ENTY:letter
What type of bridge is the Golden Gate Bridge ?	ENTY:plant
Where can I find information on the Narragansett Indians and other tribes in Rhode Island ?	ENTY:plant
What company makes impulse hardening equipment ?	ENTY:cremat
What causes asthma ?	ENTY:food
Who followed Willy Brandt as chancellor of the Federal Republic of Germany ?	ENTY:color
What baseball team became the Minnesota Twins ?	ENTY:cremat
How long does the average domesticated ferret live ?	DESC:reason
How do you do a bibliography with an unknown author ?	ABBR:abb
What athlete makes the most money from sports merchandise sales ?	ENTY:color
Who portrayed Field Marshal Erwin Rommel in The Desert Fox ?	ENTY:color
Where is the Orange Bowl ?	ENTY:plant
What is the fine for having a dog on a beach ?	DESC:desc
How tall is the giraffe ?	NUM:dist
What city 's the kickoff point for climbs of Mount Everest ?	ENTY:termeq
What was the Bridge of San Luis Rey made of ?	HUM:gr
How long should a person wash their hands before they are clean ?	DESC:reason
What percentage of the world 's plant and animal species can be found in the Amazon forests ?	NUM:count
Who was the first American world chess champion ?	ENTY:color
How many neurons are in the human brain ?	ENTY:other
What is `` snoogans '' ?	ENTY:dismed
What is recruitment interview technique ?	ENTY:dismed
What lake in Scotland is said to hold one or more monsters ?	ENTY:plant
Name Pittsburgh 's baseball team .	ENTY:cremat
What comedian hit the TV screen in 1951 with the NBC afternoon show Time for Ernie ?	ENTY:color
What are the seven wonders of the world ?	ENTY:plant
What `` marvelous '' major-league baseball player is now a spokesman for a beer company ?	ENTY:color
What 's a short ton ?	ENTY:dismed
What is the longest English word that can be formed using just the first row of letters on a typewriter ?	LOC:state
What square is the geographical center of London ?	ENTY:plant
When did the vesuvius last erupt ?	ENTY:event
What is the name of the Family Circus 's dog ?	ENTY:animal
What is swap math ?	ENTY:dismed
What fuel do airplanes use ?	HUM:gr
How many inches over six feet is the Venus de Milo ?	ENTY:other
How many continents are there ?	ENTY:other
Who was the author of the novel `` Far From the Madding Crowd '' ?	ENTY:color
What dog was dubbed The Mortgage Lifter ?	ENTY:animal
What is the occupation of Nicholas Cage ?	ENTY:currency
What war was fought by the Spanish as far as the Philippines ?	ENTY:instru
What Leon Uris novel dealt with the Russian capture of Berlin ?	ABBR:exp
What river does the Grand Coulee Dam dam ?	ENTY:plant
What former African leader held his country 's boxing title for nine years ?	ENTY:color
What was the Chivington Massacre ?	ENTY:dismed
How many years ago did the ship Titanic sink ?	ENTY:other
What was the former residence of Scottish kings in Edinburgh ?	ENTY:plant
How many tenths of the Earth 's surface lie under water ?	ENTY:other
What book opens : `` At a certain village in La Mancha , which I shall not name.. . '' ?	ABBR:exp
Winnie the Pooh is what kind of animal ?	ENTY:animal
What is the date of Bastille Day ?	ENTY:event
Name the product that is `` at your grocer 's , at your fingertips . ''	DESC:manner
What is the name of the Michelangelo painting that shows two hands with fingers touching ?	ABBR:exp
What is the nature of snow and how is the formation of snow different from that of ice ?	ENTY:letter
Who is Langston Hughes ?	ENTY:letter
What are manifest and latent function theories ?	ENTY:dismed
What is a rhomboideus minor ?	ENTY:dismed
What does the word camaro mean , from the GM car the Camaro ?	ENTY:dismed
What color eyes are most sensitive to light ?	ENTY:symbol
What computer operating system is on the most computers ?	DESC:manner
The Orange Bowl is in what city ?	ENTY:termeq
Name of heroine in `` Scruples '' ?	ENTY:color
What four-legged creature did a Cornell University study say would make man 's best companion in space ?	ENTY:animal
What is the correct way to mount a roll of toilet paper ?	HUM:desc
How do wasps make their nests ?	ABBR:abb
What is a person 's socioeconomic position ?	ENTY:dismed
Name a Gaelic language .	NUM:code
What does an edentulous smile lack ?	ENTY:plant
What age is Benny Carter ?	DESC:reason
When did CNN begin broadcasting ?	ENTY:event
Name Alvin 's brothers	ENTY:color
On average , how many miles are there to the moon ?	ENTY:other
What did Dan Aykroyd and John Belushi quit Saturday Night Live to become ?	ENTY:plant
What is the abbreviation of the company name ` General Motors ' ?	LOC:mount
What film was Jude Law in ?	ABBR:exp
Who is Samuel F. Pickering ?	ENTY:letter
What college produced the most winning Super Bowl quarterbacks ?	ENTY:cremat
How do you make a million bucks ?	ABBR:abb
What labor leader was last seen in the parking lot of a Michigan restaurant ?	ENTY:color
What are the stars made of ?	HUM:gr
What is Nicholas Cage 's occupation ?	ENTY:currency
How many soldiers were involved in the last Panama invasion by the United States of America ?	ENTY:other
How much did Mercury spend on advertising in 1993 ?	DESC:desc
What happens to used motor oil ?	ENTY:letter
What famous male vocalist has the same name as the composer of the opera Hansel and Gretel ?	ENTY:color
What is HDLC ?	ENTY:body
Who were the 1974 Oscar winners ?	ENTY:color
What 's the name of Jacques Cousteau 's research ship ?	NUM:period
Who is Westview High 's band director in Funky Winkerbean ?	ENTY:color
Who made a boat out of gopher wood ?	ENTY:color
How is Answers.com funded ?	ABBR:abb
Where are the tropical rain forest distributions ?	ENTY:plant
What exactly is the purpose of the anteater ?	ENTY:food
In what city does Maurizio Pellegrin now live ?	ENTY:termeq
Who was Jean Nicolet ?	ENTY:letter
What is the theory of equivalence states ?	ENTY:dismed
Where was Richard Nixon when Gerald Ford became president ?	ENTY:plant
Name a medicine commonly used to combat AIDS ?	ENTY:word
Where can I get a map of Prussia on the Internet ?	ENTY:plant
What events happened January 26 , 1978 ?	ENTY:instru
In what state was there an 11 million gallon oil spill ?	ENTY:lang
What is a hormone ?	ENTY:dismed
What is the cost of the drugs used in tuberculosis treatments ?	DESC:desc
What is form drag ?	ENTY:dismed
How does hair curl ?	ABBR:abb
What year was the setting for American Graffiti ?	ENTY:event
What Kennedy was married to Ethel ?	ABBR:exp
What does storm wave mean in Japanese ?	ENTY:dismed
What is a fear of fur ?	ENTY:word
What are `` darning needles '' and `` horse stingers '' better known as ?	ENTY:techmeth
Who was considered to be the father of psychology ?	ENTY:color
What was Fred Astaire 's dancing partner 's name ?	ENTY:color
What is the weakest bone in the body ?	ENTY:veh
The Olympic Games in which year allowed Nadia Comaneci to become popular ?	ENTY:event
Who is the youngest of the Beatles ?	ENTY:color
What incident of 1933 did the German Nazis use to justify emergency decrees , imprisoning opponents and vesting more power in themselves ?	ENTY:instru
What is a fear of cholera ?	ENTY:word
Who is Count Cinzano ?	ENTY:letter
How much iron is in your body ?	ENTY:other
What are birds descendents of ?	ENTY:animal
What Russian novel embracing more the 5 characters is set in the Napoleonic Wars ?	ABBR:exp
What is celebrated during the week of February 21-27 ?	ENTY:instru
How much money are Dumbo 's ears insured for ?	DESC:desc
When will the millennium officially begin ?	ENTY:event
What state did Helen Keller call home ?	ENTY:lang
What country did the Romans call Hibernia ?	ENTY:substance
What country is the worlds leading supplier of cannabis ?	ENTY:substance
How many rings are there on a five-zone archery target ?	ENTY:other
How many maids were milking ?	ENTY:other
Name the organization that is presided by a Security Council .	ENTY:cremat
When was the first successful heart transplant for a human ?	ENTY:event
What lake is Sheboygan on ?	ENTY:plant
What famous meat company went out of business because it became known that the underworld had been selling them kangaroo meat ?	ENTY:cremat
What soft drink is most heavily caffeinated ?	ENTY:sport
What is `` the great American family cereal '' ?	ENTY:sport
What Nevil Shute novel is about the doomed survivors of a nuclear war ?	ABBR:exp
What does it mean `` Rupee Depreciates '' ?	ENTY:dismed
What city is often called The Insurance Capital of the World ?	ENTY:termeq
How many layers does a bottle of Yoo-Hoo settle into ?	ENTY:other
What is the best way to overcome a fear ?	HUM:desc
What kind of meat is Fray Bentos synonymous with ?	ENTY:sport
What famous husband-and-wife team did radio ads for Blue Nun wine ?	ENTY:color
President Bush compared Saddam Hussein to whom ?	ENTY:color
What part of their attire were `` pothooks '' to cowboys of the Old West ?	ENTY:plant
In what state was the first co-educational college established	ENTY:lang
How can I enforce new rules to a group of youngsters who have been allowed to do as they please .	ABBR:abb
Dialing , 900 , 740-TREE to have a tree planted will cost how much ?	DESC:desc
When did Israel begin turning the Gaza Strip and Jericho over to the PLO ?	ENTY:event
Why are eggs supposed to be stored small end down ?	ENTY:food
What makes sperm ?	ENTY:food
What apostle is Taylor Caldwell 's Great Lion of God ?	ENTY:color
What is the definition of the term `` weapons system '' ?	ENTY:dismed
What are the characters ' names in the Scooby-Doo cartoon ?	ENTY:color
